A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
109,3,56,53,I,  -p,-57672.49600,6.72900,8220.01600,0.06200,108938086.02500,7.22300,False
109,1,55,54,Xe,  -a,-46169.54800,300.10800,8107.30600,2.75300,108950434.94800,322.17800,False
110,30,70,40,Zr,   x,-42886.00000,596.00000,8177.00000,5.00000,109953960.00000,640.00000,True
110,28,69,41,Nb,   x,-52309.90900,838.34500,8255.26000,7.62100,109943843.00000,900.00000,False
110,26,68,42,Mo,   x,-64542.58500,24.22300,8359.35400,0.22000,109930710.68000,26.00400,False
110,24,67,43,Tc,   x,-71034.51000,9.49700,8411.25900,0.08600,109923741.31200,10.19500,False
110,22,66,44,Ru,    ,-80072.57600,8.92400,8486.31100,0.08100,109914038.54800,9.58000,False
110,20,65,45,Rh,    ,-82828.68600,17.80500,8504.25400,0.16200,109911079.74200,19.11400,False
110,18,64,46,Pd,    ,-88330.90500,0.61200,8547.16200,0.00600,109905172.86800,0.65700,False
110,16,63,47,Ag,    ,-87457.30200,1.28600,8532.10800,0.01200,109906110.71900,1.38000,False
110,14,62,48,Cd,    ,-90347.96900,0.38000,8551.27500,0.00300,109903007.46000,0.40700,False
110,12,61,49,In,   -,-86469.96900,11.55300,8508.90800,0.10500,109907170.66500,12.40200,False
110,10,60,50,Sn,   x,-85841.98300,13.77700,8496.08700,0.12500,109907844.83500,14.79000,False
110,8,59,51,Sb,   x,-77449.73400,5.96200,8412.68100,0.05400,109916854.28600,6.40000,False
110,6,58,52,Te,    ,-72229.81100,6.57500,8358.11500,0.06000,109922458.10400,7.05800,False
110,4,57,53,I,  -a,-60464.17600,50.55200,8244.04300,0.46000,109935089.03300,54.27000,False
110,2,56,54,Xe,  -a,-51922.62500,100.98800,8159.28000,0.91800,109944258.76500,108.41500,False
111,31,71,40,Zr,   x,-37560.00000,700.00000,8128.00000,6.00000,110959678.00000,751.00000,True
111,29,70,41,Nb,   x,-48875.00000,298.00000,8223.00000,3.00000,110947530.00000,320.00000,True
111,27,69,42,Mo,   +,-59939.76100,12.57800,8315.29200,0.11300,110935652.01600,13.50200,False
111,25,68,43,Tc,   x,-69024.62200,10.58100,8390.08900,0.09500,110925899.01600,11.35900,False
111,23,67,44,Ru,   x,-76785.27100,9.68200,8452.95700,0.08700,110917567.61600,10.39400,False
111,21,66,45,Rh,    ,-82304.45200,6.85000,8495.63100,0.06200,110911642.53100,7.35400,False
111,19,65,46,Pd,  -n,-85985.88800,0.73100,8521.74900,0.00700,110907690.34700,0.78500,False
111,17,64,47,Ag,   +,-88215.44700,1.45900,8534.78700,0.01300,110905296.81600,1.56500,False
111,15,63,48,Cd,    ,-89252.24700,0.35700,8537.07900,0.00300,110904183.76600,0.38300,False
111,13,62,49,In,    ,-88392.04300,3.42400,8522.28200,0.03100,110905107.23300,3.67500,False
111,11,61,50,Sn,  +n,-85938.58700,5.33600,8493.13000,0.04800,110907741.12600,5.72800,False
111,9,60,51,Sb,   x,-80836.73600,8.84900,8440.12000,0.08000,110913218.18900,9.50000,False
111,7,59,52,Te,   x,-73587.47700,6.42700,8367.76300,0.05800,110921000.58900,6.90000,False
111,5,58,53,I,    ,-64953.78500,4.75400,8282.93400,0.04300,110930269.23900,5.10300,False
111,3,57,54,Xe,  -a,-54395.53400,86.70000,8180.76600,0.78100,110941603.98900,93.07600,False
111,1,56,55,Cs,   x,-42821.00000,196.00000,8069.00000,2.00000,110954030.00000,210.00000,True
112,32,72,40,Zr,   x,-33810.00000,700.00000,8094.00000,6.00000,111963703.00000,751.00000,True
112,30,71,41,Nb,   x,-44274.00000,298.00000,8180.00000,3.00000,111952470.00000,320.00000,True
112,28,70,42,Mo,   x,-57464.00000,196.00000,8291.00000,2.00000,111938310.00000,210.00000,True
112,26,69,43,Tc,   x,-65258.93800,5.51500,8353.62100,0.04900,111929941.64400,5.92000,False
112,24,68,44,Ru,   x,-75630.81800,9.59900,8439.24200,0.08600,111918806.97200,10.30500,False
112,22,67,45,Rh,    ,-79731.50300,44.08500,8468.87000,0.39400,111914404.70500,47.32700,False
112,20,66,46,Pd,    ,-86321.56200,6.54400,8520.72400,0.05800,111907329.98600,7.02500,False
112,18,65,47,Ag,   x,-86583.71800,2.42200,8516.08000,0.02200,111907048.55000,2.60000,False
112,16,64,48,Cd,    ,-90574.85900,0.25000,8544.73000,0.00200,111902763.88300,0.26800,False
112,14,63,49,In,    ,-87990.13100,4.25100,8514.66700,0.03800,111905538.70400,4.56300,False
112,12,62,50,Sn,    ,-88655.05600,0.29400,8513.61800,0.00300,111904824.87700,0.31500,False
112,10,61,51,Sb,   x,-81598.96500,17.82900,8443.63200,0.15900,111912399.90300,19.14000,False
112,8,60,52,Te,   x,-77567.50800,8.38300,8400.65200,0.07500,111916727.85000,9.00000,False
112,6,59,53,I,   x,-67063.33000,10.24600,8299.87900,0.09100,111928004.55000,11.00000,False
112,4,58,54,Xe,  -a,-60026.33800,8.28300,8230.06400,0.07400,111935559.07100,8.89100,False
112,2,57,55,Cs,  -p,-46290.27700,86.79600,8100.43500,0.77500,111950305.34100,93.17800,False
113,31,72,41,Nb,   x,-40511.00000,401.00000,8146.00000,4.00000,112956510.00000,430.00000,True
113,29,71,42,Mo,   x,-52490.00000,300.00000,8245.00000,3.00000,112943650.00000,322.00000,True
113,27,70,43,Tc,   x,-62811.54100,3.35300,8329.46400,0.03000,112932569.03300,3.60000,False
113,25,69,44,Ru,    ,-71868.11900,36.87500,8402.68800,0.32600,112922846.39600,39.58700,False
113,23,68,45,Rh,   x,-78767.53600,7.13000,8456.82100,0.06300,112915439.56700,7.65300,False
113,21,67,46,Pd,   x,-83591.09200,6.94500,8492.58400,0.06100,112910261.26700,7.45500,False
113,19,66,47,Ag,   +,-87026.82200,16.64300,8516.06500,0.14700,112906572.85800,17.86600,False
113,17,65,48,Cd,    ,-89043.28400,0.24400,8526.98700,0.00200,112904408.09700,0.26200,False
113,15,64,49,In,    ,-89367.11700,0.18800,8522.92900,0.00200,112904060.44800,0.20200,False
113,13,63,50,Sn,    ,-88328.13200,1.57500,8506.81100,0.01400,112905175.84500,1.69000,False
113,11,62,51,Sb,   -,-84416.96800,17.19300,8465.27500,0.15200,112909374.65200,18.45700,False
113,9,61,52,Te,   x,-78347.02900,27.94500,8404.63600,0.24700,112915891.00000,30.00000,False
113,7,60,53,I,   x,-71119.50700,8.01100,8333.75200,0.07100,112923650.06400,8.60000,False
113,5,59,54,Xe,    ,-62203.61800,6.84000,8247.92700,0.06100,112933221.66600,7.34200,False
113,3,58,55,Cs,  -p,-51764.53000,8.57700,8148.62200,0.07600,112944428.48800,9.20700,False
113,1,57,56,Ba,   x,-39784.00000,298.00000,8036.00000,3.00000,112957290.00000,320.00000,True
114,32,73,41,Nb,   x,-35387.00000,503.00000,8100.00000,4.00000,113962010.00000,540.00000,True
114,30,72,42,Mo,   x,-49807.00000,298.00000,8220.00000,3.00000,113946530.00000,320.00000,True
114,28,71,43,Tc,   x,-58600.28800,433.14500,8290.25900,3.80000,113937090.00000,465.00000,False
114,26,70,44,Ru,   x,-70221.81100,3.55000,8385.34000,0.03100,113924613.78000,3.81100,False
114,24,69,45,Rh,    ,-75710.62500,71.56100,8426.62400,0.62800,113918721.29600,76.82400,False
114,22,68,46,Pd,   x,-83490.94300,6.94500,8488.01000,0.06100,113910368.78000,7.45600,False
114,20,67,47,Ag,   x,-84930.80000,4.56400,8493.77800,0.04000,113908823.03100,4.90000,False
114,18,66,48,Cd,    ,-90014.93200,0.27600,8531.51300,0.00200,113903364.99000,0.29600,False
114,16,65,49,In,    ,-88569.80100,0.30100,8511.97300,0.00300,113904916.40200,0.32300,False
114,14,64,50,Sn,    ,-90559.72300,0.02900,8522.56600,0.00000,113902780.13200,0.03100,False
114,12,63,51,Sb,    ,-84496.57400,21.83800,8462.51800,0.19200,113909289.19100,23.44400,False
114,10,62,52,Te,   x,-81888.56900,27.94500,8432.77800,0.24500,113912089.00000,30.00000,False
114,8,61,53,I,   x,-72796.00000,149.00000,8346.00000,1.00000,113921850.00000,160.00000,True
114,6,60,54,Xe,   x,-67085.89000,11.17800,8289.20500,0.09800,113927980.33100,12.00000,False
114,4,59,55,Cs,  -a,-54682.26100,71.10200,8173.53800,0.62400,113941296.17500,76.33100,False
114,2,58,56,Ba,  -a,-45905.42600,102.67600,8089.68600,0.90100,113950718.49500,110.22700,False
115,33,74,41,Nb,   x,-31354.00000,503.00000,8065.00000,4.00000,114966340.00000,540.00000,True
115,31,73,42,Mo,   x,-44749.00000,401.00000,8175.00000,3.00000,114951960.00000,430.00000,True
115,29,72,43,Tc,   x,-56319.99000,789.44100,8268.52700,6.86500,114939538.00000,847.50000,False
115,27,71,44,Ru,   x,-66189.73400,88.49600,8347.54700,0.77000,114928942.39300,95.00400,False
115,25,70,45,Rh,   x,-74229.83100,7.31600,8410.65800,0.06400,114920310.99300,7.85400,False
115,23,69,46,Pd,    ,-80426.38600,13.54600,8457.73800,0.11800,114913658.71800,14.54100,False
115,21,68,47,Ag,    ,-84982.65400,18.26800,8490.55500,0.15900,114908767.36300,19.61100,False
115,19,67,48,Cd,    ,-88084.47900,0.65100,8510.72400,0.00600,114905437.41700,0.69900,False
115,17,66,49,In,    ,-89536.34600,0.01200,8516.54600,0.00000,114903878.77300,0.01200,False
115,15,65,50,Sn,    ,-90033.83500,0.01500,8514.06900,0.00000,114903344.69700,0.01600,False
115,13,64,51,Sb,   x,-87003.40300,16.02500,8480.91500,0.13900,114906598.00000,17.20300,False
115,11,63,52,Te,   x,-82062.75900,27.94500,8431.15000,0.24300,114911902.00000,30.00000,False
115,9,62,53,I,   x,-76337.79700,28.87600,8374.56400,0.25100,114918048.00000,31.00000,False
115,7,61,54,Xe,   x,-68656.74800,12.10900,8300.97000,0.10500,114926293.94500,13.00000,False
115,5,60,55,Cs,   x,-59699.00000,102.00000,8216.00000,1.00000,114935910.00000,110.00000,True
115,3,59,56,Ba,   x,-49020.00000,200.00000,8117.00000,2.00000,114947375.00000,215.00000,True
116,32,74,42,Mo,   x,-41500.00000,500.00000,8146.00000,4.00000,115955448.00000,537.00000,True
116,30,73,43,Tc,   x,-51456.00000,298.00000,8225.00000,3.00000,115944760.00000,320.00000,True
116,28,72,44,Ru,   x,-64068.90900,3.72600,8326.88300,0.03200,115931219.19300,4.00000,False
116,26,71,45,Rh,    ,-70736.12200,73.83200,8377.61500,0.63600,115924061.64500,79.26100,False
116,24,70,46,Pd,   x,-79831.63500,7.13200,8449.28000,0.06100,115914297.21000,7.65600,False
116,22,69,47,Ag,   x,-82542.65300,3.26000,8465.90700,0.02800,115911386.81200,3.50000,False
116,20,68,48,Cd,    ,-88712.48000,0.16000,8512.35000,0.00100,115904763.23000,0.17200,False
116,18,67,49,In,  -n,-88249.74900,0.22000,8501.61700,0.00200,115905259.99200,0.23600,False
116,16,66,50,Sn,    ,-91525.97000,0.09600,8523.11600,0.00100,115901742.82400,0.10300,False
116,14,65,51,Sb,    ,-86822.15000,5.16000,8475.82100,0.04400,115906792.58300,5.53900,False
116,12,64,52,Te,   x,-85268.96100,27.94500,8455.68700,0.24100,115908460.00000,30.00000,False
116,10,63,53,I,   +,-77492.23600,96.59200,8381.90200,0.83300,115916808.65800,103.69500,False
116,8,62,54,Xe,   x,-73046.72400,13.04100,8336.83400,0.11200,115921581.11200,14.00000,False
116,6,61,55,Cs,  ea,-62043.00000,100.00000,8235.00000,1.00000,115933395.00000,108.00000,True
116,4,60,56,Ba,   x,-54580.00000,200.00000,8164.00000,2.00000,115941406.00000,215.00000,True
116,2,59,57,La,  -a,-40645.00000,312.00000,8037.00000,3.00000,115956365.00000,335.00000,True
117,33,75,42,Mo,   x,-36170.00000,500.00000,8100.00000,4.00000,116961170.00000,537.00000,True
117,31,74,43,Tc,   x,-48382.00000,401.00000,8197.00000,3.00000,116948060.00000,430.00000,True
